2018-02-22 17:26:25,822 [  28895]   INFO - rains.ide.BuiltInServerManager - built-in server started, port 63344 
2018-02-22 17:26:25,824 [  28897]   INFO - ij.components.ComponentManager - com.intellij.ide.customize.WelcomeWizardHelper initialized in 16 ms 
2018-02-22 17:26:25,867 [  28940]   INFO - ij.components.ComponentManager - com.intellij.openapi.wm.impl.WindowManagerImpl initialized in 37 ms 
2018-02-22 17:26:25,872 [  28945]   INFO - ij.components.ComponentManager - com.intellij.openapi.wm.impl.FocusManagerImpl initialized in 47 ms 
2018-02-22 17:26:25,895 [  28968]   INFO - ij.components.ComponentManager - com.intellij.ide.IdeTooltipManager initialized in 23 ms 
2018-02-22 17:26:25,923 [  28996]   INFO - ij.components.ComponentManager - com.intellij.ide.MacOSApplicationProvider initialized in 14 ms 
2018-02-22 17:26:25,991 [  29064]   INFO - gs.impl.UpdateCheckerComponent - channel: release 
2018-02-22 17:26:25,997 [  29070]   INFO - gs.impl.UpdateCheckerComponent - channel forced to 'eap' 
2018-02-22 17:26:26,205 [  29278]   INFO - ij.components.ComponentManager - com.intellij.openapi.updateSettings.impl.UpdateCheckerComponent initialized in 281 ms 
2018-02-22 17:26:27,041 [  30114]   INFO - il.indexing.FileBasedIndexImpl - Index exts enumerated:813, number of extensions:44 
2018-02-22 17:26:27,072 [  30145]   INFO - il.indexing.FileBasedIndexImpl - Index scheduled:30 
2018-02-22 17:26:27,072 [  30145]   INFO - ij.components.ComponentManager - com.intellij.util.indexing.FileBasedIndexImpl initialized in 857 ms 
2018-02-22 17:26:27,083 [  30156]   INFO - ij.components.ComponentManager - com.intellij.psi.stubs.SerializationManagerImpl initialized in 11 ms 
2018-02-22 17:26:27,521 [  30594]   INFO - tellij.psi.stubs.StubIndexImpl - All stub exts enumerated:441, number of extensions:49 
2018-02-22 17:26:27,523 [  30596]   INFO - tellij.psi.stubs.StubIndexImpl - stub exts update scheduled:1 
2018-02-22 17:26:27,524 [  30597]   INFO - ij.components.ComponentManager - com.intellij.psi.stubs.StubIndexImpl initialized in 447 ms 
2018-02-22 17:26:27,553 [  30626]   INFO - ij.components.ComponentManager - com.intellij.openapi.roots.impl.libraries.LibraryKindLoader initialized in 18 ms 
2018-02-22 17:26:27,596 [  30669]   INFO - ij.components.ComponentManager - com.intellij.compiler.server.BuildManager initialized in 24 ms 
2018-02-22 17:26:27,623 [  30696]   INFO - ij.components.ComponentManager - com.intellij.execution.ExecutorRegistryImpl initialized in 26 ms 
2018-02-22 17:26:27,657 [  30730]   INFO - ij.components.ComponentManager - com.intellij.openapi.vcs.changes.actions.migrate.MigrateDiffApplicationComponent initialized in 30 ms 
2018-02-22 17:26:27,691 [  30764]   INFO - ij.components.ComponentManager - org.intellij.plugins.relaxNG.ApplicationLoader initialized in 24 ms 
2018-02-22 17:26:27,738 [  30811]   INFO - ij.components.ComponentManager - com.intellij.util.xml.impl.JavaDomApplicationComponent initialized in 46 ms 
2018-02-22 17:26:27,791 [  30864]   INFO - ij.components.ComponentManager - org.intellij.plugins.xpathView.XPathAppComponent initialized in 46 ms 
2018-02-22 17:26:27,836 [  30909]   INFO - ij.components.ComponentManager - org.intellij.lang.xpath.xslt.impl.XsltConfigImpl initialized in 45 ms 
2018-02-22 17:26:27,917 [  30990]   INFO - ij.components.ComponentManager - org.jetbrains.plugins.groovy.mvc.MvcPathMacros initialized in 80 ms 
2018-02-22 17:26:28,040 [  31113]   INFO - ij.components.ComponentManager - org.jetbrains.idea.maven.utils.MavenEnvironmentRegistrar initialized in 122 ms 
2018-02-22 17:26:28,075 [  31148]   INFO - ij.components.ComponentManager - com.android.tools.idea.updater.AndroidSdkUpdaterPlugin initialized in 26 ms 
2018-02-22 17:26:28,209 [  31282]   INFO - ij.components.ComponentManager - org.jetbrains.kotlin.idea.PluginStartupComponent initialized in 134 ms 
2018-02-22 17:26:28,540 [  31613]   INFO - ij.psi.stubs.StubUpdatingIndex - Following new file types will be indexed:Properties,HTML,KJSM,Groovy,Kotlin,kotlin_builtins,CLASS,JAVA,XML 
2018-02-22 17:26:29,137 [  32210]   INFO - ij.components.ComponentManager - org.jetbrains.kotlin.idea.versions.KotlinUpdatePluginComponent initialized in 927 ms 
2018-02-22 17:26:29,194 [  32267]   INFO - ij.components.ComponentManager - org.jetbrains.kotlin.idea.JvmPluginStartupComponent initialized in 56 ms 
2018-02-22 17:26:29,195 [  32268]   INFO - plication.impl.ApplicationImpl - 89 application components initialized in 11725ms 
2018-02-22 17:26:29,265 [  32338]   INFO - .intellij.idea.IdeaApplication - App initialization took 35548 ms 
2018-02-22 17:26:29,267 [  32340]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.kotlin loaded 785 classes 
2018-02-22 17:26:29,267 [  32340]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.android loaded 319 classes 
2018-02-22 17:26:29,267 [  32340]   INFO - llij.ide.plugins.PluginManager - org.intellij.groovy loaded 184 classes 
2018-02-22 17:26:29,267 [  32340]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.idea.maven loaded 64 classes 
2018-02-22 17:26:29,267 [  32340]   INFO - llij.ide.plugins.PluginManager - CVS loaded 53 classes 
2018-02-22 17:26:29,267 [  32340]   INFO - llij.ide.plugins.PluginManager - Git4Idea loaded 36 classes 
2018-02-22 17:26:29,268 [  32341]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.settingsRepository loaded 34 classes 
2018-02-22 17:26:29,268 [  32341]   INFO - llij.ide.plugins.PluginManager - com.intellij.uiDesigner loaded 34 classes 
2018-02-22 17:26:29,285 [  32358]   INFO - llij.ide.plugins.PluginManager - com.intellij.tasks loaded 30 classes 
2018-02-22 17:26:29,285 [  32358]   INFO - llij.ide.plugins.PluginManager - hg4idea loaded 30 classes 
2018-02-22 17:26:29,285 [  32358]   INFO - llij.ide.plugins.PluginManager - com.intellij.properties loaded 29 classes 
2018-02-22 17:26:29,285 [  32358]   INFO - llij.ide.plugins.PluginManager - Subversion loaded 27 classes 
2018-02-22 17:26:29,285 [  32358]   INFO - llij.ide.plugins.PluginManager - AntSupport loaded 18 classes 
2018-02-22 17:26:29,285 [  32358]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.plugins.gradle loaded 16 classes 
2018-02-22 17:26:29,285 [  32358]   INFO - llij.ide.plugins.PluginManager - XPathView loaded 15 classes 
2018-02-22 17:26:29,286 [  32359]   INFO - llij.ide.plugins.PluginManager - DevKit loaded 15 classes 
2018-02-22 17:26:29,287 [  32360]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.plugins.github loaded 14 classes 
2018-02-22 17:26:29,288 [  32361]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.plugins.yaml loaded 13 classes 
2018-02-22 17:26:29,308 [  32381]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.plugins.javaFX loaded 11 classes 
2018-02-22 17:26:29,308 [  32381]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.java.decompiler loaded 7 classes 
2018-02-22 17:26:29,308 [  32381]   INFO - llij.ide.plugins.PluginManager - com.android.tools.idea.smali loaded 5 classes 
2018-02-22 17:26:29,308 [  32381]   INFO - llij.ide.plugins.PluginManager - com.intellij.java-i18n loaded 3 classes 
2018-02-22 17:26:29,308 [  32381]   INFO - llij.ide.plugins.PluginManager - com.intellij.copyright loaded 3 classes 
2018-02-22 17:26:29,308 [  32381]   INFO - llij.ide.plugins.PluginManager - ByteCodeViewer loaded 2 classes 
2018-02-22 17:26:29,308 [  32381]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.idea.eclipse loaded 2 classes 
2018-02-22 17:26:29,308 [  32381]   INFO - llij.ide.plugins.PluginManager - Coverage loaded 2 classes 
2018-02-22 17:26:29,741 [  32814]   INFO - pl$FileIndexDataInitialization - Initialization done:2669 
2018-02-22 17:26:30,202 [  33275]   INFO - exImpl$StubIndexInitialization - Initialization done:460 
2018-02-22 17:26:30,352 [  33425]   INFO - pi.util.registry.RegistryValue - Registry value 'java.completion.argument.hints' has changed to 'false" 
2018-02-22 17:26:30,353 [  33426]   INFO - pi.util.registry.RegistryValue - Registry value 'java.completion.argument.hints.internal' has changed to 'false" 
2018-02-22 17:26:30,409 [  33482]   INFO - com.intellij.ide.ui.UISettings - Loaded: fontSize=12, fontScale=1.0; restored: fontSize=12, fontScale=1.0 
2018-02-22 17:26:31,477 [  34550]   INFO - j.ide.ui.OptionsTopHitProvider - 1493 ms spent to cache options in application 
2018-02-22 17:26:32,062 [  35135]   INFO - .openapi.application.Preloader - Finished preloading com.intellij.openapi.actionSystem.impl.ActionPreloader@29195b5f 
2018-02-22 17:26:36,011 [  39084]   INFO - .openapi.application.Preloader - Finished preloading com.intellij.ide.ui.search.SearchableOptionPreloader@11e82641 
